Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
Marta Bald Marn,F,17,165,40,Spain,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Daniel Ballart Sans,M,23,178,73,Spain,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
Jos Luis Ballester Tuliesa,M,27,173,72,Spain,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Gold
Mara del Carmen Barea Cobos,F,25,164,56,Spain,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Sonia Barrio Gutirrez,F,22,164,56,Spain,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Ruth Beita Vila,F,37,191,72,Spain,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold
Mireia Belmonte Garca,F,25,170,59,Spain,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Gold
"Rafael ""Rafa"" Berges Marn",M,21,,,Spain,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Mriam Guadalupe Blasco Soto,F,28,,,Spain,1992,Summer,Barcelona,Judo,Judo Women's Lightweight,Gold
Nuria Cabanillas Provencio,F,15,162,38,Spain,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Fermn Cacho Ruiz,M,23,175,65,Spain,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",Gold
David Cal Figueroa,M,21,183,86,Spain,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Jordi Joan Calafat Estelrich,M,24,174,64,Spain,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Gold
Maialen Chourraut Yurramendi,F,33,161,55,Spain,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
Mercedes Coghen Alberdingk-Thijm,F,29,170,55,Spain,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Sal Craviotto Rivero,M,23,192,98,Spain,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
Sal Craviotto Rivero,M,31,192,98,Spain,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Jos de Amzola y Aspiza,M,26,,,Spain,1900,Summer,Paris,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold
Gervasio Deferr ngel,M,19,166,69,Spain,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Gold
Gervasio Deferr ngel,M,23,166,69,Spain,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,Gold
Natalia Dorado Gmez,F,25,167,62,Spain,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Jos Luis Doreste Blanco,M,31,189,90,Spain,1988,Summer,Seoul,Sailing,Sailing Mixed One Person Dinghy,Gold
Luis Doreste Blanco,M,23,175,72,Spain,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,Gold
Luis Doreste Blanco,M,31,175,72,Spain,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Fernando Echavarri Erasum,M,35,180,76,Spain,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,Gold
Tmara Echegoyen Domnguez,F,28,174,70,Spain,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold
Manuel Estiarte Duocastella,M,34,178,62,Spain,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
Mara Isabel Fernndez Gutirrez,F,28,159,57,Spain,2000,Summer,Sydney,Judo,Judo Women's Lightweight,Gold
Xabier Fernndez Gaztaaga,M,27,181,81,Spain,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,Gold
Francisco Fernndez Ochoa,M,21,171,65,Spain,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
Albert Ferrer Llopis,M,22,,,Spain,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Domingo Gmez-Acedo Villanueva,M,21,,,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Sandra Aguilar Navarro,F,23,167,50,Spain,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
David Albelda Aliqus,M,23,182,75,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
David Alegre Biosca,M,23,184,75,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Ramn Alegre Biosca,M,27,171,71,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Jaime Santiago Amat Durn,M,26,168,73,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Juan Amat Fontanals,M,34,193,80,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,18,183,78,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,30,183,78,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Ivn Amaya Carazo,M,22,188,85,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
Miguel ngel Angulo Valderrey,M,23,175,70,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
Patricio Arabolaza Aramburu,M,27,,,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Daniel Aranzubia Aguado,M,20,184,75,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
Eduard Arbs Borras,M,25,174,70,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Jaime Arbs Serra,M,28,170,64,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Juan Arbs Perarnau,M,27,170,72,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Fernando Arcega Aperte,M,23,204,96,Spain,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
Jorge Jordi Arnau Creus,M,26,170,66,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
"Javier ""Xavi"" Arnau Creus",M,23,176,76,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Mariano Arrate Esnaola,M,27,,,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Jordi Arrese Casta,M,27,175,74,Spain,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Silver
Juan Ramn Gregorio Artola Letamenda,M,24,,,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Sandra Azn Canalda,F,30,171,68,Spain,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver
Marta Bach Pascual,F,19,176,66,Spain,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
Daniel Ballart Sans,M,19,178,73,Spain,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Silver
scar Barrena Gonzlez,M,29,177,70,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Jos Manuel Beirn Lozano,M,25,196,90,Spain,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
Jos Mara Belausteguigoitia Landaluce,M,20,193,95,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Mireia Belmonte Garca,F,21,170,59,Spain,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Silver
Mireia Belmonte Garca,F,21,170,59,Spain,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,Silver
Andrea Blas Martnez,F,20,173,81,Spain,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
Francisco Javier Bosma Mnguez,M,34,190,86,Spain,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
Sergi Bruguera Torner,M,25,188,75,Spain,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Silver
Alba Mara Cabello Rodilla,F,22,163,47,Spain,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Javier Cabot Durn,M,26,170,69,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Ricardo Cabot Durn,M,30,174,76,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Fermn Cacho Ruiz,M,27,175,65,Spain,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",Silver
David Cal Figueroa,M,21,183,86,Spain,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
David Cal Figueroa,M,25,183,86,Spain,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
David Cal Figueroa,M,25,183,86,Spain,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
David Cal Figueroa,M,29,183,86,Spain,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
Jos Manuel Caldern Borrallo,M,26,191,90,Spain,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver
Jos Manuel Caldern Borrallo,M,30,191,90,Spain,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
Eva Calvo Gmez,F,25,176,57,Spain,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Silver
Joan Capdevila Mndez,M,22,182,78,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
Ona Carbonell Ballestero,F,22,174,54,Spain,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
Sergio Casal Martnez,M,26,186,75,Spain,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Silver
Miguel Chaves Snchez,M,25,184,79,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Vctor Claver Arocas,M,23,206,107,Spain,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
Fernando Climent Huerta,M,26,179,72,Spain,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Silver
Ignacio Cobos Vidal,M,30,183,90,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Juan Lus Coghen Alberdingk-Thijm,M,21,182,79,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Juan Antonio Corbaln Alfocea,M,29,182,84,Spain,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
Raquel Corral Aznar,F,27,175,65,Spain,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
"Francisco ""Quico"" Corts Juncosa",M,25,181,80,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Sal Craviotto Rivero,M,27,192,98,Spain,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver
Anna Cruz Lebrato,F,29,176,60,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
lvaro de Figueroa y Alonso-Martnez,M,26,,,Spain,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Silver
Jos Mara de Figueroa y Alonso-Martnez,M,22,,,Spain,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Silver
Juan Domingo de la Cruz Fermanelli,M,30,205,89,Spain,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
Miguel de Paz Pl,M,19,176,70,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
Gervasio Deferr ngel,M,27,166,69,Spain,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Guillermo del Riego Gordn,M,21,175,73,Spain,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Juan Antonio Dinars Quera,M,26,173,73,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Slvia Domnguez Fernndez,F,29,167,64,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
Ramn Eguiazbal Berroa,M,24,,,Spain,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
Sergi Enrique Montserrat,M,20,174,69,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Juan Escarr Uruea,M,27,187,77,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Xavier Escud Torrente,M,30,176,70,Spain,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Jos Antonio Escuredo Raimndez,M,34,179,90,Spain,2004,Summer,Athina,Cycling,Cycling Men's Keirin,Silver
Anna Espar Llaquet,F,19,180,66,Spain,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
Gabriel Esparza Prez,M,27,172,58,Spain,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Flyweight,Silver
Jos Mara Esteban Celorrio,M,22,178,77,Spain,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Laura Ester Ramos,F,22,170,58,Spain,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
Manuel Estiarte Duocastella,M,30,178,62,Spain,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Silver
"Alexandre ""Alex"" Fbregas Carne",M,27,184,83,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Francisco Fbregas Bosch,M,31,177,74,Spain,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
"Francisco ""Kiko"" Fbregas Monegal",M,30,182,78,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Francisco Javier Fernndez Pelez,M,27,175,60,Spain,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Silver
Juan Fernndez la Villa,M,23,174,73,Spain,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
"Rodolfo ""Rudy"" Fernndez Farrs",M,23,196,84,Spain,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver
"Rodolfo ""Rudy"" Fernndez Farrs",M,27,196,84,Spain,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
Xabier Fernndez Gaztaaga,M,31,181,81,Spain,2008,Summer,Beijing,Sailing,Sailing Mixed Skiff,Silver
Beatriz Ferrer-Salat Serra de Migui,F,38,176,58,Spain,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Jordi Ferrn Forn,M,22,181,78,Spain,2000,Summer,Sydney,Football,Football Men's Football,Silver
Hernando Carlos Mara Teresa Fitz-James Stuart y Falc Portocarrero y Osorio,M,37,,,Spain,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Silver
Jacobo Mara del Pilar Carlos Manuel Fitz-James Stuart y Falc Portocarrero y Osorio,M,41,,,Spain,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Silver
J. W. Dowling,M,,,,St. Louis Amateur Athletic Association,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Silver
Max Braun,M,,,,St. Louis Southwest Turnverein #1-2,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
Joseph J. Brady,M,,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
George Edwin Cooke,M,21,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
"Thomas Joseph ""Tom"" Cooke",M,18,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
Cormic Francis Cosgrove,M,35,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
Edward B. Dierkes,M,18,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
Martin Thomas Dooling,M,17,,,St. Rose-2,1904,Summer,St. Louis,Football,Football Men's Football,Bronze
Henrik Agersborg,M,47,,,Stella-2,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
Einar Berntsen,M,28,,,Stella-2,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
Nils Georg berg,M,19,181,78,Sweden,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze
Erik Adolf Efraim Abrahamsson,M,22,172,61,Sweden,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Bronze
Gregor Nils Henric Adlercreutz,M,37,,,Sweden,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39,,,Sweden,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
Erik Alfred gren,M,20,,,Sweden,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
Mats Bertil hlberg,M,32,179,78,Sweden,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Annica Gunilla hln,F,27,177,75,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Thomas Valter hln,M,24,182,90,Sweden,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Sten Olov ""Olle"" hlund",M,31,,,Sweden,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
Ebbe Gustav Bertil Albertsson (-Andersson),M,26,177,67,Sweden,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
Axel Alfredsson,M,22,,,Sweden,1924,Summer,Paris,Football,Football Men's Football,Bronze
Knut Emil Willehard Alm,M,31,170,63,Sweden,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29,170,69,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Erik Albin Almlf,M,20,188,73,Sweden,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Bronze
Erik Albin Almlf,M,28,188,73,Sweden,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze
Gte Augustin Almqvist,M,30,,,Sweden,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Arvid Folke Alnevik (Andersson-),M,28,182,70,Sweden,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Malin Therse Alshammar,F,23,180,64,Sweden,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Agneta Monica Andersson,F,31,172,68,Sweden,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Agneta Monica Andersson,F,35,172,68,Sweden,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
ke Gustav Andersson,M,33,,,Sweden,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Anna Christina Andersson,F,20,169,63,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Klas Erik Andersson,M,24,,,Sweden,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Frank ivind Stefan Andersson,M,28,186,93,Sweden,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
Gunilla Victoria Andersson,F,26,169,69,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Bo Leif Andersson,M,30,183,71,Sweden,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Bo Mikael Andersson,M,28,187,88,Sweden,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Nils Peter Andersson,M,25,190,92,Sweden,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Robert Theodor Andersson,M,21,,,Sweden,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Robert Theodor Andersson,M,33,,,Sweden,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Karl Sigurd Andersson,M,25,,,Sweden,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Carl Sture Mikael Andersson,M,30,173,77,Sweden,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Karl Volger Andersson,M,32,,,Sweden,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
"Kletus Vilhelm ""Wille"" Andersson",M,29,,,Sweden,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Hans Lennart Andersson-Tvilling,M,23,,,Sweden,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Stig Gunnar Andersson-Tvilling,M,23,,,Sweden,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Hans Yngve Antonsson,M,25,179,79,Sweden,1960,Summer,Roma,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
Skinnar Lars-Gran Arwidson,M,21,180,71,Sweden,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Skinnar Lars-Gran Arwidson,M,25,180,71,Sweden,1972,Winter,Sapporo,Biathlon,Biathlon Men's 20 kilometres,Bronze
Karl Peter slin,M,25,179,79,Sweden,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Carl-Erik Asplund,M,28,,,Sweden,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
Nils Robert Backlund,M,23,,,Sweden,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Eric Natanael Backman,M,23,172,64,Sweden,1920,Summer,Antwerpen,Athletics,"Athletics Men's 5,000 metres",Bronze
Eric Natanael Backman,M,23,172,64,Sweden,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
Eric Natanael Backman,M,23,172,64,Sweden,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
Kjell Hilding Bckman,M,25,,,Sweden,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
Bengt Baron,M,22,193,83,Sweden,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Sylve Boris Bengtsson,M,22,,,Sweden,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
"Aina Berg (-Brolin, -Heinze)",F,18,,,Sweden,1920,Summer,Antwerpen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Aina Berg (-Brolin, -Heinze)",F,22,,,Sweden,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Axel Arne Berg,M,22,,,Sweden,1932,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Team",Bronze
John Filip Berger,M,26,,,Sweden,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Emelie Anna Berggren,F,19,170,66,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Gunnar Alf Erik Berggren,M,20,,,Sweden,1928,Summer,Amsterdam,Boxing,Boxing Men's Lightweight,Bronze
Bo Abel Berglund,M,24,177,80,Sweden,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Bo Abel Berglund,M,32,177,80,Sweden,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Erik Gustaf Bergqvist,M,28,,,Sweden,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Pr Jonas Bergqvist,M,25,183,83,Sweden,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Kajsa Margareta Bergqvist (-Herngren-),F,23,175,59,Sweden,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,Bronze
Margit Anna Kristina Bergstrand,F,38,162,63,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Erik Bergvall,M,28,,,Sweden,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Per Gunnar Brje Berlin,M,35,,,Sweden,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
"Hansjrg ""Hans"" Bettembourg",M,28,172,93,Sweden,1972,Summer,Munich,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
Carl August Bjrkman,M,42,,,Sweden,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Bronze
